customer_id,age,age_group,gender,region,device,subscription_type,monthly_fee,annual_value,payment_method,number_of_profiles,favorite_genre,watch_hours,avg_watch_time_per_day,engagement_level,last_login_days,recency_flag,churned,churn_status,revenue_at_risk
cff5d87d-e5d3-46a7-a439-b5d14d3aee6b,45,36-45,Male,North America,TV,Basic,8.99,107.88,Debit Card,4,Drama,1.92,0.04,Low,46,At Risk,1,Churned,8.99
bc14c635-9c82-42e0-9ea1-fb4cba7aacb5,63,56+,Female,North America,TV,Basic,8.99,107.88,Gift Card,4,Comedy,30.88,1.93,High,15,Active,0,Retained,0.0
baaa1f32-4ba3-46ed-90ef-d74366522631,54,46-55,Female,Europe,Mobile,Basic,8.99,107.88,PayPal,4,Sci-Fi,5.61,0.47,Medium,11,Active,0,Retained,0.0
1cedb0ea-4404-4bd3-bd08-e1aa6ee85a12,38,36-45,Female,South America,TV,Standard,13.99,167.88,Gift Card,5,Action,12.85,0.54,High,23,At Risk,0,Retained,0.0
3e453410-a025-42af-b464-f536ad03a150,24,18-25,Female,Asia,Tablet,Basic,8.99,107.88,Credit Card,2,Sci-Fi,3.11,0.26,Medium,11,Active,1,Churned,8.99
8a558ce9-588b-4840-9e84-5a5d836d430f,41,36-45,Female,North America,Desktop,Standard,13.99,167.88,PayPal,5,Sci-Fi,53.7,3.36,High,15,Active,0,Retained,0.0
b68c53e7-4c9f-4258-95b7-c73c28850f7c,26,26-35,Other,Oceania,Laptop,Standard,13.99,167.88,Gift Card,5,Sci-Fi,20.49,0.38,Medium,53,At Risk,0,Retained,0.0
07ca6c7a-e7fb-498f-91b1-621fc7effa83,27,26-35,Other,Oceania,Desktop,Basic,8.99,107.88,Debit Card,3,Romance,19.48,1.15,High,16,Active,0,Retained,0.0
b187ac76-4367-49b1-8c71-afb04eadbc52,57,56+,Male,Oceania,Desktop,Premium,17.99,215.88,Credit Card,5,Sci-Fi,0.55,0.01,Low,40,At Risk,1,Churned,17.99
de1c3060-c7e2-4ddb-b67d-6c80b0cc9f9b,47,46-55,Female,Asia,TV,Basic,8.99,107.88,Credit Card,1,Comedy,0.46,0.23,Medium,1,Active,1,Churned,8.99
b1255159-1199-4d92-925d-2bd1d66f27a8,46,46-55,Male,Europe,Laptop,Standard,13.99,167.88,Gift Card,3,Horror,6.19,0.1,Low,60,At Risk,1,Churned,13.99
e68dd843-5ad0-4f96-a114-fecf95b5f4d6,47,46-55,Other,North America,Tablet,Premium,17.99,215.88,Crypto,5,Comedy,1.03,0.03,Low,38,At Risk,1,Churned,17.99
f9506e2a-6a22-4945-bb7b-0719c94e9258,23,18-25,Other,Asia,Laptop,Standard,13.99,167.88,Gift Card,5,Drama,17.54,0.43,Medium,40,At Risk,1,Churned,13.99
2779629f-a22b-448b-afe0-e9dedee50eff,68,56+,Female,Africa,Desktop,Basic,8.99,107.88,Gift Card,3,Action,9.88,0.52,High,18,Active,0,Retained,0.0
fbb0e169-5635-4785-8c4c-d8aca6bc724d,19,18-25,Male,South America,Mobile,Standard,13.99,167.88,Credit Card,2,Action,13.21,0.41,Medium,31,At Risk,1,Churned,13.99
a4e333cf-cc94-4387-ad6a-c182ab9a943a,69,56+,Male,Europe,Mobile,Basic,8.99,107.88,Debit Card,3,Documentary,6.46,0.13,Low,49,At Risk,1,Churned,8.99
fb521689-6488-481f-b8eb-bacbf056f385,29,26-35,Male,North America,TV,Standard,13.99,167.88,PayPal,5,Comedy,11.42,0.67,High,16,Active,0,Retained,0.0
5a65a314-97bb-4893-b479-fe03c3e20276,36,36-45,Female,South America,Desktop,Premium,17.99,215.88,Debit Card,1,Action,71.41,1.17,High,60,At Risk,0,Retained,0.0
36fdcf0e-96a0-4a84-80e5-92931c07651c,38,36-45,Other,Europe,TV,Standard,13.99,167.88,Credit Card,5,Horror,1.24,0.02,Low,55,At Risk,1,Churned,13.99
d31f19b8-7add-4867-9aee-a9987c498e9d,38,36-45,Male,Asia,Mobile,Standard,13.99,167.88,Debit Card,3,Documentary,10.71,0.51,Medium,20,Active,0,Retained,0.0
9e12b8bd-a9c9-4bfe-a09d-7df603c13f52,67,56+,Other,Asia,Desktop,Basic,8.99,107.88,Debit Card,5,Romance,15.16,5.05,High,2,Active,0,Retained,0.0
8c9f805b-1cea-4395-904e-7a5a310e9234,31,26-35,Other,Asia,Desktop,Standard,13.99,167.88,Gift Card,5,Comedy,10.2,0.54,High,18,Active,0,Retained,0.0
48f3d126-2b72-47ce-a88c-125dbfcea2f6,53,46-55,Female,South America,Mobile,Standard,13.99,167.88,Crypto,3,Horror,5.54,0.14,Low,40,At Risk,1,Churned,13.99
ee80ddff-0534-48ba-a952-aa9e70933650,44,36-45,Other,Europe,TV,Standard,13.99,167.88,Gift Card,2,Documentary,1.12,0.04,Low,24,At Risk,1,Churned,13.99
6f90adfd-ddf0-49e9-ac0b-7833fad27958,20,18-25,Other,South America,Tablet,Standard,13.99,167.88,PayPal,4,Drama,0.79,0.03,Low,23,At Risk,0,Retained,0.0
fdbb7c09-86b4-4a59-9772-021f06656aae,22,18-25,Male,Africa,Desktop,Basic,8.99,107.88,PayPal,1,Comedy,23.81,0.99,High,23,At Risk,0,Retained,0.0
5fd18efb-f1b5-4ecb-a506-7884ac990fcc,69,56+,Other,Africa,TV,Premium,17.99,215.88,Debit Card,3,Comedy,25.85,1.62,High,15,Active,0,Retained,0.0
7106a199-919c-4dca-bcdd-50de7516208c,29,26-35,Other,Asia,Mobile,Basic,8.99,107.88,Gift Card,5,Horror,9.08,0.23,Medium,39,At Risk,1,Churned,8.99
d2ca8f35-33de-41f7-900d-d56232be43e2,65,56+,Other,Asia,TV,Standard,13.99,167.88,Gift Card,1,Drama,4.68,0.94,High,4,Active,0,Retained,0.0
a8a06958-f065-4125-ad8c-1d43312e8635,40,36-45,Male,Europe,Mobile,Premium,17.99,215.88,Credit Card,2,Sci-Fi,0.88,0.44,Medium,1,Active,0,Retained,0.0
8766bf34-0235-4bad-b3d3-4d855393ec68,44,36-45,Male,South America,Desktop,Basic,8.99,107.88,Gift Card,4,Documentary,3.32,0.2,Medium,16,Active,1,Churned,8.99
376a8158-1184-4952-ad53-914e27bc8d2e,21,18-25,Female,South America,Desktop,Premium,17.99,215.88,Credit Card,4,Action,4.07,0.07,Low,56,At Risk,1,Churned,17.99
6a551fc0-60a5-483f-a823-de6ecf0ed3fc,50,46-55,Female,Asia,TV,Basic,8.99,107.88,Crypto,4,Sci-Fi,11.25,0.8,High,13,Active,0,Retained,0.0
316b13ff-974f-46ee-a535-0eb0d54dbf08,69,56+,Other,Oceania,TV,Standard,13.99,167.88,Debit Card,2,Drama,6.46,0.38,Medium,16,Active,0,Retained,0.0
9a579630-34ed-41af-9605-6d16463f51a3,31,26-35,Male,Europe,Laptop,Basic,8.99,107.88,Credit Card,4,Horror,4.83,0.3,Medium,15,Active,1,Churned,8.99
99d26b54-a532-497d-891a-457988b8a000,66,56+,Other,North America,Tablet,Premium,17.99,215.88,Gift Card,2,Documentary,0.27,0.0,Low,59,At Risk,1,Churned,17.99
b75b9ecb-d8bf-486e-a896-153a2039cc85,64,56+,Female,South America,TV,Premium,17.99,215.88,Credit Card,4,Romance,22.59,0.9,High,24,At Risk,0,Retained,0.0
c6aa9949-ba46-4793-8045-c6c9f528801d,69,56+,Other,North America,Laptop,Premium,17.99,215.88,Debit Card,3,Comedy,13.4,1.12,High,11,Active,0,Retained,0.0
f0d16cce-516b-4b52-b541-146fa115d382,47,46-55,Other,North America,Mobile,Standard,13.99,167.88,Gift Card,3,Romance,6.85,2.28,High,2,Active,0,Retained,0.0
26028d11-a0cb-4305-89a4-f481f1dcc51e,70,56+,Male,South America,Tablet,Standard,13.99,167.88,PayPal,1,Sci-Fi,4.17,0.11,Low,38,At Risk,1,Churned,13.99
866d76de-f261-47fd-a76b-04d26f4354cd,44,36-45,Male,Africa,Mobile,Standard,13.99,167.88,Gift Card,3,Drama,29.87,4.27,High,6,Active,0,Retained,0.0
d20f17d4-829d-452f-8b9c-28b86a17ba70,67,56+,Female,North America,Mobile,Standard,13.99,167.88,Gift Card,3,Documentary,1.63,0.03,Low,58,At Risk,1,Churned,13.99
d28c2ac2-60ec-4630-b868-74ac7e722cf0,66,56+,Other,North America,Desktop,Standard,13.99,167.88,PayPal,4,Documentary,20.65,0.35,Medium,58,At Risk,0,Retained,0.0
51159c3c-65bd-4e2f-be01-7b65fec7cc64,57,56+,Male,Oceania,Mobile,Premium,17.99,215.88,Gift Card,3,Romance,11.09,1.11,High,9,Active,0,Retained,0.0
5ae85ada-ce4a-4e43-9055-cba17bc8e5e9,53,46-55,Female,Asia,Tablet,Premium,17.99,215.88,Credit Card,2,Sci-Fi,5.65,0.23,Medium,24,At Risk,0,Retained,0.0
ac609128-c66e-4721-84fe-5bc8669abe15,67,56+,Male,South America,Laptop,Basic,8.99,107.88,Credit Card,3,Romance,17.44,4.36,High,3,Active,0,Retained,0.0
8a796eb5-411e-4659-8712-f55009816c45,35,26-35,Male,North America,Tablet,Standard,13.99,167.88,Debit Card,1,Drama,3.65,0.08,Low,42,At Risk,1,Churned,13.99
c9178b03-a423-4479-8770-a7799b9f3714,63,56+,Female,Europe,Desktop,Standard,13.99,167.88,Crypto,1,Comedy,1.66,1.66,High,0,Active,0,Retained,0.0
0e194852-0ef1-49eb-ace7-3995062e3482,53,46-55,Female,Europe,Desktop,Basic,8.99,107.88,Gift Card,5,Sci-Fi,2.6,0.06,Low,46,At Risk,1,Churned,8.99
8045a861-a968-4b58-89c6-dc15c6fd41e8,24,18-25,Female,North America,Mobile,Premium,17.99,215.88,Debit Card,2,Sci-Fi,2.48,0.12,Low,19,Active,1,Churned,17.99
ea08302a-40c0-4e80-a0f6-0d4de8353a19,28,26-35,Other,South America,TV,Basic,8.99,107.88,Gift Card,1,Sci-Fi,22.74,0.78,High,28,At Risk,0,Retained,0.0
3f98db89-eb95-4beb-9376-cb7e68d988cc,69,56+,Male,Asia,TV,Premium,17.99,215.88,Credit Card,5,Drama,27.12,6.78,High,3,Active,0,Retained,0.0
44e5ebf4-9957-4c99-addf-0966df3b2db4,58,56+,Female,Europe,TV,Basic,8.99,107.88,PayPal,5,Sci-Fi,5.87,0.15,Low,37,At Risk,1,Churned,8.99
3ef7aba6-d2db-4bf8-9700-8eaa5f286afe,50,46-55,Other,Asia,Laptop,Basic,8.99,107.88,Credit Card,4,Comedy,8.97,0.16,Low,56,At Risk,1,Churned,8.99
3386b0b9-c2dd-4bc0-aa2f-87fbd712d354,24,18-25,Female,Africa,Laptop,Basic,8.99,107.88,Debit Card,4,Drama,3.74,0.1,Low,38,At Risk,1,Churned,8.99
8b113aca-3087-4316-b980-6925a693dc6e,60,56+,Male,Africa,Laptop,Standard,13.99,167.88,Debit Card,3,Drama,1.38,0.03,Low,41,At Risk,1,Churned,13.99
ac6e7c60-12d5-49f7-927e-a32412e81b93,52,46-55,Other,Asia,Mobile,Basic,8.99,107.88,PayPal,1,Comedy,8.9,0.37,Medium,23,At Risk,1,Churned,8.99
0566c602-68e3-47c4-baab-f9dd4db9dbea,70,56+,Other,Asia,Tablet,Standard,13.99,167.88,Crypto,2,Horror,6.76,0.16,Low,41,At Risk,1,Churned,13.99
d5146e9c-493c-4165-a588-0340f585331c,24,18-25,Female,Asia,Laptop,Basic,8.99,107.88,Gift Card,4,Comedy,5.25,0.18,Medium,28,At Risk,0,Retained,0.0
d3a4252b-a64c-4b21-99c8-fa78272e30c8,40,36-45,Male,North America,Mobile,Standard,13.99,167.88,Gift Card,2,Sci-Fi,4.09,0.11,Low,37,At Risk,1,Churned,13.99
431c392c-36ca-4def-955a-566f02823c23,28,26-35,Other,North America,TV,Basic,8.99,107.88,Gift Card,1,Sci-Fi,13.38,0.56,High,23,At Risk,0,Retained,0.0
08cc1c3f-bd03-470e-9ee5-f6206ef8f0ea,36,36-45,Other,North America,Laptop,Premium,17.99,215.88,Gift Card,3,Horror,5.79,0.26,Medium,21,At Risk,0,Retained,0.0
4875bcbf-cc55-419a-8d9d-cec963f0dc03,39,36-45,Male,Europe,Laptop,Standard,13.99,167.88,Crypto,2,Horror,4.19,0.09,Low,47,At Risk,1,Churned,13.99
57ffc492-dcb6-416b-a4f3-7109014eb262,26,26-35,Female,Asia,TV,Premium,17.99,215.88,Gift Card,2,Documentary,3.87,0.08,Low,45,At Risk,1,Churned,17.99
ecbbc218-4c84-4f64-bb43-ea339a091b4b,25,18-25,Female,North America,Tablet,Premium,17.99,215.88,Credit Card,1,Drama,6.49,0.43,Medium,14,Active,0,Retained,0.0
e8f09351-f30e-4e46-9128-fd3307db7769,21,18-25,Male,Asia,Tablet,Standard,13.99,167.88,PayPal,3,Documentary,1.02,0.04,Low,23,At Risk,1,Churned,13.99
c0687495-cb7e-4949-b63f-9532608d32f6,46,46-55,Male,South America,Desktop,Basic,8.99,107.88,Gift Card,1,Action,9.09,0.15,Low,60,At Risk,1,Churned,8.99
24fae6e6-0303-46ef-835f-1123d6500129,45,36-45,Female,South America,Tablet,Premium,17.99,215.88,Crypto,3,Action,3.45,0.08,Low,44,At Risk,1,Churned,17.99
c19ffda9-ff61-4dcc-83a6-1c12abf91b0f,54,46-55,Female,South America,Tablet,Standard,13.99,167.88,PayPal,5,Documentary,10.91,0.29,Medium,37,At Risk,0,Retained,0.0
22d0434e-3d72-42d0-a21d-0815d6fed80d,60,56+,Other,Europe,TV,Basic,8.99,107.88,Crypto,3,Romance,8.89,0.37,Medium,23,At Risk,1,Churned,8.99
815bed6b-02ad-465b-9f68-c07c508524ce,39,36-45,Other,South America,Tablet,Basic,8.99,107.88,Gift Card,5,Drama,9.96,0.43,Medium,22,At Risk,0,Retained,0.0
e9063abe-14f1-4a30-ac69-04109b0bd3a6,34,26-35,Male,Asia,TV,Basic,8.99,107.88,Gift Card,1,Comedy,0.35,0.01,Low,57,At Risk,1,Churned,8.99
bc6d4f0a-746b-4b43-b1a9-9a39dac02d85,52,46-55,Other,Oceania,Laptop,Basic,8.99,107.88,Crypto,5,Sci-Fi,10.08,0.21,Medium,46,At Risk,1,Churned,8.99
0d120f0a-8b1e-4a3f-8f4c-b9da5114d22e,19,18-25,Female,North America,Desktop,Premium,17.99,215.88,PayPal,4,Action,11.97,0.67,High,17,Active,0,Retained,0.0
4bb417fa-6c40-4649-a180-c6e5c6011565,21,18-25,Male,South America,Laptop,Standard,13.99,167.88,Crypto,1,Horror,0.66,0.11,Low,5,Active,1,Churned,13.99
89c72886-d4cd-472c-82f4-82a56283ff8c,27,26-35,Male,North America,Laptop,Premium,17.99,215.88,PayPal,4,Documentary,1.04,0.04,Low,26,At Risk,0,Retained,0.0
5cbe23ea-3cac-44b7-b6cb-e6ccd8e6224c,66,56+,Male,South America,TV,Premium,17.99,215.88,PayPal,2,Action,18.23,0.47,Medium,38,At Risk,1,Churned,17.99
6c7a0786-5bbd-45a6-bf15-a8ca2018cb9f,35,26-35,Other,Oceania,Mobile,Premium,17.99,215.88,Debit Card,1,Comedy,2.86,0.17,Medium,16,Active,1,Churned,17.99
524d67c4-a4d6-46c4-853a-a934c0ccfeea,35,26-35,Male,South America,Mobile,Standard,13.99,167.88,Crypto,5,Action,3.52,0.14,Low,24,At Risk,1,Churned,13.99
2eb3cff4-1b23-4d37-a3dd-71e3a5a0e463,52,46-55,Other,Oceania,TV,Basic,8.99,107.88,PayPal,3,Documentary,8.45,0.14,Low,58,At Risk,1,Churned,8.99
57e4fad4-7fad-49ec-aa15-9e560b0fffae,57,56+,Female,Europe,Mobile,Premium,17.99,215.88,Crypto,5,Sci-Fi,0.69,0.03,Low,24,At Risk,1,Churned,17.99
a9ffad05-0e54-445d-ad0d-a8a8da93f6c1,64,56+,Other,North America,Mobile,Premium,17.99,215.88,Debit Card,5,Drama,6.26,0.37,Medium,16,Active,0,Retained,0.0
1d6b8014-2fc0-431e-aa3e-4754e38b957d,31,26-35,Male,South America,Laptop,Basic,8.99,107.88,PayPal,2,Documentary,21.84,0.49,Medium,44,At Risk,1,Churned,8.99
73062adc-8195-4300-838c-e746775a3183,19,18-25,Female,Europe,TV,Standard,13.99,167.88,Debit Card,5,Documentary,35.54,0.6,High,58,At Risk,0,Retained,0.0
a20d885b-6335-48e3-bdd1-e4f60ebe2b61,36,36-45,Other,Asia,Desktop,Premium,17.99,215.88,Crypto,2,Drama,12.74,0.22,Medium,58,At Risk,1,Churned,17.99
ec5c1648-1c9b-42ec-932f-3303d2f85fbf,31,26-35,Other,South America,Laptop,Basic,8.99,107.88,Credit Card,2,Drama,33.1,1.14,High,28,At Risk,0,Retained,0.0
992f57db-5fda-457c-84f3-deb78b71d38d,35,26-35,Other,Oceania,TV,Premium,17.99,215.88,Crypto,3,Romance,14.56,0.32,Medium,45,At Risk,1,Churned,17.99
dcea56c8-d72f-4f30-9afb-5b064d171f83,65,56+,Male,Asia,Desktop,Premium,17.99,215.88,Debit Card,4,Comedy,6.14,0.1,Low,58,At Risk,0,Retained,0.0
b91f25f0-5c8f-44e4-80ff-f3f3ed4eb2aa,66,56+,Male,Africa,Laptop,Standard,13.99,167.88,PayPal,3,Sci-Fi,3.86,0.13,Low,28,At Risk,1,Churned,13.99
a2f7e258-4c9b-423f-b78f-23c8f482ef7e,36,36-45,Male,Oceania,Mobile,Basic,8.99,107.88,Debit Card,2,Sci-Fi,0.19,0.03,Low,5,Active,1,Churned,8.99
ded64a9a-2e56-4024-8a7e-81dc3e63e121,51,46-55,Other,Asia,Laptop,Standard,13.99,167.88,Crypto,3,Comedy,2.68,0.05,Low,48,At Risk,1,Churned,13.99
fe46b178-30b3-46cf-be44-cac1f583f76c,52,46-55,Female,Europe,TV,Basic,8.99,107.88,Credit Card,2,Romance,20.8,0.61,High,33,At Risk,0,Retained,0.0
f40f674e-adfa-4d99-bff1-f4742c94a88f,37,36-45,Male,South America,Laptop,Standard,13.99,167.88,PayPal,3,Documentary,20.47,0.49,Medium,41,At Risk,0,Retained,0.0
1c2f812e-ae76-46aa-ba56-e47b71e83832,28,26-35,Male,North America,Laptop,Standard,13.99,167.88,Debit Card,4,Sci-Fi,6.56,0.21,Medium,30,At Risk,0,Retained,0.0
8c571858-a16e-42d9-b4f0-71986f50d67e,65,56+,Female,Europe,Mobile,Standard,13.99,167.88,Debit Card,1,Action,18.34,0.37,Medium,48,At Risk,1,Churned,13.99
29152433-d03d-4d65-bc6a-a13f5319a1d4,44,36-45,Male,South America,TV,Basic,8.99,107.88,Credit Card,4,Horror,1.45,0.08,Low,18,Active,1,Churned,8.99
5eb87ccc-7ce2-4502-b08e-4329d8b2b0ab,52,46-55,Male,Europe,Tablet,Standard,13.99,167.88,Credit Card,4,Horror,11.84,0.32,Medium,36,At Risk,0,Retained,0.0
d292c5c2-afaa-4fa5-b935-feb18b9e3b50,40,36-45,Other,Oceania,Tablet,Basic,8.99,107.88,Debit Card,3,Sci-Fi,14.88,1.14,High,12,Active,0,Retained,0.0
268f87dd-8e50-4924-80b5-50821c1a67ed,35,26-35,Other,Europe,TV,Standard,13.99,167.88,PayPal,4,Comedy,11.54,0.27,Medium,41,At Risk,0,Retained,0.0
88700df7-f82a-4264-9795-7dbce785fddd,21,18-25,Female,Africa,Laptop,Standard,13.99,167.88,Debit Card,1,Drama,9.13,1.14,High,7,Active,0,Retained,0.0
54f5cc09-4077-40dc-a4d7-f6fb71e80f17,36,36-45,Female,North America,Tablet,Premium,17.99,215.88,PayPal,2,Horror,3.85,0.08,Low,46,At Risk,1,Churned,17.99
5440ff01-6874-4316-a8de-332c14096e93,35,26-35,Female,Africa,Mobile,Premium,17.99,215.88,Debit Card,1,Comedy,22.18,1.17,High,18,Active,0,Retained,0.0
9659348b-2121-44af-ba88-7d3c1e7f84a7,45,36-45,Male,North America,Tablet,Basic,8.99,107.88,Credit Card,1,Action,3.05,0.05,Low,59,At Risk,1,Churned,8.99
a16386a4-1670-4f10-828f-3ac3c2b798b5,51,46-55,Male,Oceania,Tablet,Standard,13.99,167.88,Debit Card,4,Documentary,5.54,0.21,Medium,26,At Risk,0,Retained,0.0
b85a5deb-eba1-4241-a0c4-ad0cc05072b3,22,18-25,Male,Europe,Desktop,Premium,17.99,215.88,Debit Card,2,Sci-Fi,37.12,1.0,High,36,At Risk,0,Retained,0.0
f979c22f-3961-4834-9f65-00418173b159,59,56+,Female,Africa,Laptop,Basic,8.99,107.88,Gift Card,5,Sci-Fi,4.06,0.41,Medium,9,Active,1,Churned,8.99
2df5009f-ba10-43b8-a428-572544188b0a,68,56+,Other,Europe,TV,Standard,13.99,167.88,PayPal,5,Comedy,0.68,0.03,Low,20,Active,0,Retained,0.0
dd3c1cea-8f2b-4191-ab60-ecf158741648,25,18-25,Other,Africa,Desktop,Basic,8.99,107.88,Credit Card,1,Action,13.34,0.27,Medium,49,At Risk,1,Churned,8.99
d3be3978-5f44-44c2-ba5c-5efda55c0788,68,56+,Other,South America,Laptop,Premium,17.99,215.88,Credit Card,4,Documentary,1.89,0.38,Medium,4,Active,0,Retained,0.0
915eb940-938f-4970-8bbf-9030603ae745,60,56+,Other,Africa,Desktop,Premium,17.99,215.88,PayPal,5,Horror,2.79,0.28,Medium,9,Active,0,Retained,0.0
76d82511-a6f4-4f45-ba69-2717608c288f,65,56+,Male,Asia,Mobile,Standard,13.99,167.88,Credit Card,4,Sci-Fi,1.0,0.02,Low,47,At Risk,1,Churned,13.99
96dd615f-2a29-4b16-8c77-24d24cfccee9,28,26-35,Male,North America,Desktop,Premium,17.99,215.88,Crypto,3,Drama,17.43,0.47,Medium,36,At Risk,1,Churned,17.99
59c7d7a5-6a3b-4790-9380-f763a497e0fa,47,46-55,Other,Europe,Tablet,Basic,8.99,107.88,Gift Card,5,Comedy,8.37,0.3,Medium,27,At Risk,0,Retained,0.0
980bdfc4-9915-4faf-807d-013d3b374fcd,64,56+,Female,Europe,Tablet,Standard,13.99,167.88,PayPal,3,Comedy,12.3,0.72,High,16,Active,0,Retained,0.0
1954befc-d7f8-4599-9ed6-70debad7d22f,30,26-35,Male,Asia,TV,Standard,13.99,167.88,Debit Card,1,Documentary,3.31,0.11,Low,29,At Risk,1,Churned,13.99
454a2114-082e-4421-9edb-12f83e186686,27,26-35,Male,South America,Mobile,Standard,13.99,167.88,Debit Card,5,Drama,25.23,1.2,High,20,Active,0,Retained,0.0
3ed1e81a-004f-4f9a-9c08-516cd36f8f79,57,56+,Male,Africa,Tablet,Standard,13.99,167.88,PayPal,4,Action,17.87,0.48,Medium,36,At Risk,0,Retained,0.0
4e1d4840-8dd1-44ec-8965-b46c39a19d9d,66,56+,Female,Africa,Tablet,Standard,13.99,167.88,Credit Card,2,Comedy,3.01,0.6,High,4,Active,0,Retained,0.0
9efa65da-9012-443d-8e26-ec27937ea9d1,21,18-25,Other,Asia,Laptop,Premium,17.99,215.88,Crypto,1,Comedy,13.63,3.41,High,3,Active,0,Retained,0.0
654257bf-3f17-4ffd-8a54-3410e94a9954,51,46-55,Male,Oceania,TV,Standard,13.99,167.88,Credit Card,3,Drama,18.53,0.6,High,30,At Risk,0,Retained,0.0
a4d2a10a-b24e-4b17-8dc3-095c6a1a2b87,70,56+,Male,Oceania,Mobile,Basic,8.99,107.88,Gift Card,5,Comedy,1.35,0.03,Low,46,At Risk,1,Churned,8.99
f57ae19e-fab1-45e4-9372-c2574a68aa43,22,18-25,Male,North America,Tablet,Premium,17.99,215.88,Credit Card,2,Romance,18.97,0.34,Medium,55,At Risk,1,Churned,17.99
27e77aca-ad72-4a6b-bda0-c438d5aa92e9,29,26-35,Male,North America,TV,Standard,13.99,167.88,PayPal,5,Horror,13.38,0.89,High,14,Active,0,Retained,0.0
f3848a3d-1201-49b8-bb23-7cbc6a08368b,22,18-25,Other,Africa,Desktop,Standard,13.99,167.88,Gift Card,2,Romance,25.13,12.56,High,1,Active,0,Retained,0.0
8f35fbad-1939-4a3c-a811-bbe07ef61935,33,26-35,Female,North America,Mobile,Premium,17.99,215.88,Crypto,4,Romance,0.44,0.02,Low,17,Active,1,Churned,17.99
89f9379b-bb79-4b69-bdc7-b09d9a1fa20c,56,56+,Other,Oceania,Tablet,Premium,17.99,215.88,Debit Card,3,Drama,3.39,0.07,Low,45,At Risk,1,Churned,17.99
6138f11f-9232-4a82-bed6-c62b92161da7,21,18-25,Other,North America,TV,Basic,8.99,107.88,Crypto,1,Comedy,20.67,0.53,High,38,At Risk,1,Churned,8.99
355644db-e0bf-43b2-8be7-36a1205265c7,32,26-35,Male,Africa,Tablet,Standard,13.99,167.88,Crypto,2,Romance,2.91,0.21,Medium,13,Active,1,Churned,13.99
86966fb9-ef7f-481f-a784-e39ac267b56f,22,18-25,Female,Europe,Tablet,Standard,13.99,167.88,Debit Card,3,Action,0.63,0.06,Low,9,Active,1,Churned,13.99
94fc55c1-643c-481f-8545-a970f5e10703,26,26-35,Other,South America,Tablet,Basic,8.99,107.88,Credit Card,2,Romance,11.89,0.31,Medium,37,At Risk,1,Churned,8.99
3eaad6f4-7f15-4c49-87d7-e05105c2eea3,63,56+,Male,Asia,Mobile,Premium,17.99,215.88,Credit Card,5,Romance,0.81,0.06,Low,13,Active,0,Retained,0.0
2a81ec64-9b95-44ac-9bbd-3e77e004436e,59,56+,Male,Europe,Laptop,Basic,8.99,107.88,PayPal,3,Romance,7.32,0.14,Low,52,At Risk,1,Churned,8.99
d4c626a2-6b6f-412f-b35f-453cc57a08b7,44,36-45,Other,North America,Laptop,Standard,13.99,167.88,PayPal,1,Sci-Fi,14.26,0.68,High,20,Active,0,Retained,0.0
7a65b354-9f0c-44fa-a680-0e9d3c87c73e,59,56+,Female,Oceania,TV,Premium,17.99,215.88,Crypto,3,Romance,1.7,0.03,Low,54,At Risk,1,Churned,17.99
88bacbc1-bb05-43ac-a090-35f31e6074d8,70,56+,Male,Asia,Laptop,Standard,13.99,167.88,PayPal,3,Drama,29.3,0.54,High,53,At Risk,0,Retained,0.0
8100db00-7b75-4069-93f5-cf74502a98c4,36,36-45,Other,North America,Mobile,Standard,13.99,167.88,Credit Card,4,Comedy,15.58,0.35,Medium,43,At Risk,0,Retained,0.0
21205edc-2ffb-4dce-b6a4-13ad8a8450bf,53,46-55,Female,Asia,TV,Standard,13.99,167.88,Credit Card,1,Horror,1.72,0.09,Low,19,Active,1,Churned,13.99
450b6e68-026e-4d1b-b9bb-597f2a9b1bdc,35,26-35,Other,North America,Tablet,Premium,17.99,215.88,Debit Card,1,Action,14.46,0.32,Medium,44,At Risk,1,Churned,17.99
b266559f-da1e-48d0-a279-c7b37cdc5899,24,18-25,Male,Oceania,Laptop,Basic,8.99,107.88,PayPal,1,Action,5.91,0.23,Medium,25,At Risk,1,Churned,8.99
86765856-af6d-4291-8299-8ef70972a583,68,56+,Other,Europe,Laptop,Basic,8.99,107.88,PayPal,4,Documentary,6.53,0.93,High,6,Active,0,Retained,0.0
b76c94bc-af32-4a71-ae69-9a2c713cb696,40,36-45,Female,Europe,TV,Standard,13.99,167.88,Debit Card,4,Documentary,4.26,0.09,Low,49,At Risk,1,Churned,13.99
930be712-ec74-4260-8c2c-c52f7f2327b7,36,36-45,Other,South America,Tablet,Basic,8.99,107.88,Crypto,4,Romance,22.43,7.48,High,2,Active,0,Retained,0.0
2a290e33-1f4c-4b59-88d5-bb9fb03129ea,70,56+,Other,South America,TV,Basic,8.99,107.88,Debit Card,3,Comedy,23.08,0.89,High,25,At Risk,0,Retained,0.0
a338aff4-ae1a-45ce-bea5-bce572efe8c1,68,56+,Female,North America,Laptop,Premium,17.99,215.88,Crypto,1,Horror,0.2,0.01,Low,32,At Risk,1,Churned,17.99
acb287e0-75a9-4889-8eb6-323d15cc7de3,23,18-25,Other,Europe,Laptop,Basic,8.99,107.88,Gift Card,5,Sci-Fi,6.27,0.12,Low,52,At Risk,1,Churned,8.99
